id,category,title,description
N111240,autos,Safest New Vehicles in America,"Top-rated vehicles, according to the Insurance Institute for Highway Safety.… The post Safest New Vehicles in America appeared first on autoNXT.net."
N115517,sports,Red Wings recall Givani Smith from Grand Rapids,"DETROIT -- The Detroit Red Wings might have some more size and abrasiveness in the lineup tonight as they look to end a six-game losing streak when the Buffalo Sabres visit Little Caesars Arena (7:30, Fox Sports Detroit). The Red Wings today recalled right wing Givani Smith from the Grand Rapids Griffins. Smith (6-2, 210) could make his NHL debut tonight. The Red Wings lost forward Luke ..."
N101984,video,Storm frees boat trapped above Niagara Falls for 101 years,A boat stuck on rocks above Niagara Falls for more than a century has been shifted by rains.
N113722,news,"After 3 days, NJ bear hunters have already eclipsed the harvest from last year's opening week","After three days, 171 bears have been killed, surpassing last year's six-day total of 140."
N70954,news,Drake basketball player not yet with team after being charged for accidental shooting at house party,"Tremell Murphy, senior basketball player at Drake, is not practicing with the team, coach Darian DeVries said Wednesday. Murphy's currently on probation."
N71949,sports,ALCS Game 5: Yankees stay alive with win against Astros,
N40080,lifestyle,Shawn Johnson East announces the birth of baby daughter on social media,Iowa native Shawn Johnson East and her husband Andrew East announced the birth of a baby girl on social media Monday. Johnson East announced her pregnancy in April after the couple suffered a miscarriage in 2017. Sign up for our Newsletters The social media media post did not mention a name for the baby. TOP STORIES FROM KCCI: Police say suspect in kidnapping may be armed Gov. Reynolds to attend site designation for rumored Amazon project...
N106728,lifestyle,Timely Halloween Costumes Inspired by 2019's Biggest Pop Culture Moments,"Wow, why didn't I think of these? Oh, wait. I did! LOL, bye."
N34245,finance,Hamilton County Commissioners vote to keep sales tax increase,
N81642,sports,"Why Tom Brady Isn't Totally Innocent In Cameogate, Even If He Was Tricked",Here's what Cameogate comes down to: Did Tom Brady know either before during or after the production of Living with Yourself that his scene would feature him exiting a spa
N51641,sports,Cleveland Browns vs. New England Patriots - 2nd Quarter Game Thread,"Discuss the 2nd quarter of CLE vs. NE live, as the action unfolds."
N22830,video,Democratic presidential candidate Joe Sestak on US takedown of ISIS leader al-Baghdadi,Retired Navy Admiral Joe Sestak joins Neil Cavuto on 'CAVUTO Live' to break down the evolving threat from ISIS.
N127658,lifestyle,Gucci the pomeranian saved its owner from a house fire,"There's a new hero in the Australian city of Sydney -- Gucci the Pomeranian, who saved her owner from a house fire Monday night."
N43120,sports,Stephon Tuitt fined for sideline hit on Lamar Jackson in Week 5,Earl Thomas wasn't the only player fined during the Steelers vs. Ravens Week 5 game at Heinz Field.
N115711,foodanddrink,Sotheby's to Sell the 'Most Valuable Collection of Whisky' Ever Auctioned,All $4.8 million worth of booze comes from a single collector.
N10909,sports,"Cyclone Insider' Postgame Podcast: Iowa State 34, Texas Tech 24",Register reporters Tommy Birch and Randy Peterson recap Iowa State's win over Texas Tech.
N119264,foodanddrink,Check out the 4 freshest new businesses to debut in Austin,Interested in exploring the newest businesses to open in Austin? Here's a list of the newest spots to debut recently in the city.
N46662,autos,12 Things to NEVER do While Driving,"Most of these things are no-brainer mistakes that you should avoid while driving. Unfortunately, there's no shortage of apparently brainless drivers on our roads. Here are the things you should NEVER do while driving."
N69904,movies,50 Movies You Definitely Watched in the '90s and Forgot About,"LOL, remember 'Flubber'?"
N77348,foodanddrink,55 Last-Minute Christmas Dinner Ideas,"Whether you forgot to defrost your roast, were too busy wrapping presents, or anything in between, realizing you're crunched for time on Christmas can be stressful. Have no fear! These Christmas dinner ideas, for mains and sides, come together in less than an hour. The post 55 Last-Minute Christmas Dinner Ideas appeared first on Taste of Home."
N113324,sports,Five things to watch as the Chiefs face the Packers,"The Sunday Night Football matchup was supposed to be between two elite NFL quarterbacks, but there is still plenty to watch for regardless."
N77027,sports,"Report: Mets, Beltran considering Terry Collins for role on coaching staff","As Beltran and the Mets work to build a coaching staff, former skipper Terry Collins appears to be in consideration for a role."
N33506,travel,Mini cow breaks out of crate at Pittsburgh International Airport,"A miniature cow broke out of its crate during a cargo transfer at Pittsburgh International Airport on Wednesday. The miniature cow was being transferred on a ramp when it broke free. Ground crews quickly and safely secured the animal. Airport operations were not affected. READ MORE:Mini cow breaks out of crate at Pittsburgh International Airport CHECK OUT WTAE:Stay in the know with the latest Pittsburgh news, weather and sports. Catch all of the..."
N917,sports,Roger Bacon high school football running back Corey Kiner scores eight TDs in win over CHCA,The standout running back ran for a school-record 323 yards.
N49756,sports,Eagles's Defense Picked Apart By Kirk Cousins In 38-20 Loss To Vikings,"Quarterback Kirk Cousins continuously tested the injured Eagles' secondary, hitting wide receiver Stefon Diggs for two 50+ yard touchdowns."
N61372,sports,Video: Katlyn Chookagian confident she's next for UFC champ Valentina Shevchenko,"Having passed on a previous shot at UFC champ Valentina Shevchenko, Katlyn Chookagian is ready for her title opportunity after a win at UFC 244."
N73409,sports,AP Top 25 poll ballot: Does Big Ten still have path to 2 teams in College Football Playoff after Wisconsin's stunning loss?,The Big Ten's dream to put two teams in the College Football Playoff went up in flames with Illinois' shocking rally to knock off Wisconsin and send the Badgers tumbling down our Associated Press Top 25 ballot this week. Or did it? The scenario most folks were proposing was that the Badgers and Ohio State split a season series with one team winning next Saturday's showdown and the other ...
N103777,travel,Release of whales from notorious Russia 'whale jail' complete,"After nearly five months, authorities have completed the release of all 97 orcas and beluga whales."
N100373,news,78 Michigan school districts with enrollment drops of 25% or more since 2009,"Second grade teachers greet their new students during the first day of school on Wednesday, Aug. 7, 2019 at Doyle-Ryder Elementary School in Flint. (Jake May | MLive.com) Almost 15% of Michigan's 537 traditional school districts -- a total of 78 systems -- saw their enrollment decline at least 25% between fall 2009 and fall 2018, state data shows. Flint Community Schools had the state's ..."
N115389,health,Hundreds of free mattresses given to cancer survivors and patients,
N65199,music,Chrissy Teigen Gushes Over John Legend After He Misses His Flight to be With Her,Grab the tissues! This is a story straight out of a romantic comedy.
N55855,sports,"Jorge Masvidal's coach reveals strategy against Nate Diaz, believes rematch would be just as one-sided","Jorge Masvidal's head coach Mike Brown details the strategy they put together against Nate Diaz, how it played out in the fight and his expectations that a rematch would likely end in similar fashion."
N19702,news,What's going up in your neighborhood? A roundup of building permits filed this week in Chicago,Browse a roundup of building permits issued in the last week in Chicago.
N10870,foodanddrink,These super-comforting soups will keep you warm through winter,"Soup appears in most cuisines and for good reason  it's full of goodness, inexpensive, versatile and filling. Soups can be chunky or smooth, broths are crystal clear or dark and rich, but they're always comforting. They're also a safe option for batch-cooking and freezing to then enjoy when the colder weather strikes or you've got no time to cook. Here are 28 of our favorites."
N46173,lifestyle,12 Warning Signs of Cancer in Dogs That Every Owner Should Know,"Many cancer symptoms in dogs are subtle and can be caused by another condition, but if you notice any of the following potential dog cancer warning signs, it's a good idea to talk to your vet. The post 12 Warning Signs of Cancer in Dogs That Every Owner Should Know appeared first on Reader's Digest."
N68676,lifestyle,Here's How Often You Should Replace Every Appliance in Your Home,"Before you make a habit of rebuying those expensive electronics, find out what the average lifespan is for all of your major appliances."
N64001,sports,"The Cleveland Browns are 2-4, but John Dorsey and the Browns have taken teams that bad to the playoffs","CLEVELAND, Ohio -- Since the NFL expanded to 32 teams and split into eight divisions, 109 teams between 2002 and 2018 started the season 2-4. Ten of them made the playoffs. That's 9.2 percent. That's 9.2 percent that the Browns and the seven other teams currently 2-4 are counting on. There's some in-house hope for the Browns in that one of those 10 teams was the 2002 Browns, who started 2-4 ..."
N42643,sports,Tulane's hopes of a national ranking get crushed at Memphis,
N45146,news,Veteran Boynton Beach firefighter dies,"BOYNTON BEACH -- Fire Rescue Lt. Alvis Fernandez has died, the city announced Wednesday afternoon. ""His infectious smile and laughter will be missed,"" the city said. ""Our hearts break today for the loss of one of our own first responders,"" Chief Glenn Joseph said in the statement. ""May his memory serve as a blessing to all who loved him and to those who worked closely with him."" The statement ..."
N88170,news,BREAKING: Traffic lights out in downtown Greenville,"The traffic lights at two intersections in downtown Greenville are not working as of noon Thursday. The intersections are: Laurens Road at Washington Street and Beattie Street at Main Street. Sign up for our Newsletters TOP STORIES FROM WYFF: When will the storms begin, end?: A look at your trick-or-treating forecast House passes resolution creating rules for impeachment inquiry. Here's what that means Upstate man arrested for having 200..."
N42238,foodanddrink,Grandma's Secret Last-Minute Holiday Recipes,"Grandma knows best especially when it comes to holiday cooking but that doesn't mean she never took shortcuts! When you're running low on time, reach for one of these quick, easy, grandma-approved recipes. The post Grandma's Secret Last-Minute Holiday Recipes appeared first on Taste of Home."
N26230,news,El Dorado County Woman And Her 2 Dogs Die After Jeep Crashes Into Tree,An El Dorado County woman and her two dogs died Saturday morning after her Jeep collided with a tree in Georgetown.
N102609,news,Newark fire captain gets job back after jury acquits him of criminal charges,"A Newark fire captain who was found not guilty of criminal charges that date back to 2016 has gotten his job back after about 10 months of grappling with the city, but medical issues have prevented him from returning to work. Anthony Graves, a Newark arson investigator, faced two charges of impersonating a law enforcement officer after authorities said he used emergency lights on his fire ..."
N16976,foodanddrink,Explore the 3 most popular spots in New Orleans' Central Business District neighborhood,"Spending time in the Central Business District? Get to know this New Orleans neighborhood by browsing its most popular local businesses, with ratings, photos and more."
N122911,sports,Here Are Tom Brady's Receiving Options Vs. Jets On 'Monday Night Football',The New England Patriots' game status and injury report drew some guffaws when it was posted Saturday afternoon. Here's an updated look: OUT RB Rex Burkhead foot WR Josh Gordon ankle/knee
N124498,lifestyle,6 Wealthy Power Couples on How They Make It Work,Learn the secrets of balancing a career with a relationship.
N116597,autos,Port Authority Announces New Buses To Be Equipped With USB Ports,Port Authority will be putting 59 new buses on the road this week with some new features.
N29223,sports,"The Nuggets are going to have to decide between Beasley, Barton and Harris","The Nuggets have a good problem to have at the two guard, but it's still a problem."
N46390,sports,Broncos podcast: Assessing blame for another last-second Denver loss as players sound off,"Plus, injury updates from Lucas Oil Stadium and thoughts on potential for more Denver deals before the October 29 trade deadline."
N117755,sports,Texas coach's bulletin-board material fired up KU. But was he taken out of context?,"AUSTIN, Texas -- Kansas quarterback Carter Stanley blew a kiss to the Texas crowd. Then, he followed with a double horns down. The Jayhawks eventually fell to No. 15 Texas, 50-48 Saturday night. But these actions from Stanley -- just after the Jayhawks took a lead following a successful two-point conversion with 1:11 left -- indicated something else about this matchup. KU took this ..."
N100847,news,Gov. Cuomo drops N-word in radio interview while talking about discrimination against Italian-Americans,Radio listeners were stunned Tuesday when Gov. Cuomo dropped the n-word during an on-air discussion about discrimination against Italian-Americans.
N127456,news,"One killed, one injured in St. James Parish crash",
N129430,travel,Richard Branson's Adults-Only Cruise Line Will Have On-Demand Champagne with the Shake of a Phone,Richard Branson's Adults-Only Cruise Champagne Delivery
N4106,video,"Saved her bacon! 200kg piglet, called Twiglet, is rescued from a flat and put on a diet","A 200kg pig, called Twiglet, is rescued from a flat and put on a diet"
N13453,foodanddrink,We tried the latest in Chipotle's quest to perfect its queso  and found the chain finally has a worthy menu item,We tried Chipotle's new queso blanco and thought it was far superior to the queso recipe currently being served at the chain.
N5979,entertainment,The GRID launch trailer shows off plentiful different tracks and cars,"The launch trailer for GRID is here, showing different cars and tracks that players can expect to see. What you need to know GRID is an upcoming racing game being developed and published by Codemasters. GRID is currently expected to release on October 11. You can grab GRID for $60 at Amazon. GRID is right around the corner and to celebrate, Codemasters has released a new launch trailer, showing off the different tracks and cars players can..."
N49119,autos,What's The Impact Of Tire Size On Tesla Vehicle Range?,"Range is certainly affected, but not by as much as some might think."
N48628,sports,Boston fans are furious after TD Garden redesign results in seats with zero leg room,Fans are feeling the squeeze after a TD Garden redesign this summer.
N105905,sports,Live! UFC Singapore Results & Play-By-Play!,"UFC Fight Night 162 live stream results, play-by-play updates for ""Maia vs. Askren"" ESPN+ event on Sat., Oct. 26, 2019 inside Singapore Indoor Stadium in Singapore."
N28974,sports,AAC gets waiver approved by NCAA to host football championship game after shift to 11 teams,"After UConn leaves following this season, the AAC will continue its championship for two more seasons despite being at 11 teams"
N86391,foodanddrink,"S + M Vegan's New Oakland Restaurant Will Feature Singaporean Flavors, Minus the Meat",It's going to be called Lion Dance Cafe
N119861,lifestyle,13 Things to Never Say to a Stepparent,Being a stepparent is hard enough without the insensitive comments from other people. Here's how to avoid making a tough situation worse. The post 13 Things to Never Say to a Stepparent appeared first on Reader's Digest.
N86346,news,"3 things to know about Hebrew Union College and its new president, Andrew Rehfeld","The 10th president of Hebrew Union College, Andrew Rehfeld, will be inaugurated Sunday."
N74206,sports,"Lakers' Alex Caruso spawns Internet memes, but has real game","Caruso's career, as meme-able as it might be, is far from a joke"
N91445,foodanddrink,"Ramen, new White River stage and a Hoosier movie","A master makes pop-up ramen, a violinist performs after a terrifying crash and Doughnuts & Dragons' insane selection. Curated by Domenica Bongiovanni"
N119517,news,"Police: Driver Was High On Heroin When He Hit 4 Vehicles, Caused Gas Leak In Berwyn","A pickup truck ran into four parked vehicles and also caused a gas leak in Berwyn on Wednesday, and police said its driver was high on heroin and unconscious at the time."
N72173,sports,Cal women's basketball lands 5-star big Fatou Samb,Big news!
N114426,music,Queen Latifah to receive Harvard black culture award,Music artist and actress Queen Latifah is among the honorees being recognized by Harvard University this year for their contributions to black history and culture.
N17170,entertainment,5 comics to read in November 2019: Look to the future,"5 comics to read in November 2019: N.K. Jemisin's Green Lantern, more"
N59081,weather,"Lots of sunshine': Nestor moves out of Florida, sunshine across Central Florida",What's left of Nestor is moving out of Florida and leaving behind lots of sunshine.
N109050,lifestyle,The biggest royal news of 2019,"Get caught up on the biggest news of the year concerning the royal families of Britain, Spain, Sweden, Japan and more."
N119507,sports,Maine man accused of shooting at car,"A Hallowell man remained in jail Monday night after police said he allegedly fired a gun at a car on Friday. Authorities arrested Michael Butler, 32, on charges of terrorizing, aggravated reckless conduct and driving to endanger. Police said the incident happened Friday around 8:30 p.m. on Central Street in Hallowell. No one was hurt. Butler was being held on $50,000 bail at the Kennebec County Jail. READ MORE:Maine man accused of shooting at..."
N66893,sports,Pitt women's soccer falls to Clemson 3-2 in overtime,The Panthers have been eliminated from ACC tournament contention
N36490,sports,Grades from KU football's 50-48 loss to Texas and looking ahead to Texas Tech,"Kansas football's Brent Dearmon-led offense -- evidently -- has a name. KU receiver Andrew Parchment said Dearmon has been referring to the new style a certain way in practice. ""'Run and gun,'"" Parchment said. ""We're going to pound the ball, and we're also going to throw it over the top."" The Jayhawks certainly did both in Saturday's 50-48 road loss to Texas. KU passed for 310 yards, ..."
N124121,sports,"TML: College basketball season, UC Bearcats, MLB playoffs,","Mick had begun to evolve, away from the grind and toward the glide. John Brannen is already there. His style could have a huge impact at UC this year."
N96418,news,President Trump's Game 5 attendance increases security around Nationals Park,"Crowds in and around Navy Yard have been enormous during the Nationals first World Series, and President Donald Trump's planned Game 5 attendance is adding layers that will make navigating those crowds a bit more tedious. President Trump arrived to Nationals Park at 8 p.m. The high-profile visit prompted an increase in security, ranging from more noticeable uniformed Secret Service officers, DC police officers and yellow-shirted gate security..."
N23966,sports,"Boy went as Garth Brooks for Halloween, invitation followed","Tens of thousands of country music fans have purchased tickets to see Garth Brooks at Neyland Stadium on Nov. 16, but a 7-year-old Kodak boy is one of the few people invited to the show by the star himself. Carter Elementary School student Logan Cain caught Brooks' attention when his aunt Andrea Houser took to Instagram to show off his Halloween costume: Garth Brooks inside an inflatable Neyland Stadium. ""It was actually his mom's idea and when..."
N103755,foodanddrink,"Sorry To Break It To You, But Not All Pretzels Are Vegan",How R.D.s say you can tell when that are vegan-safe or not.
N80432,news,"Investigation: JP President Mike Yenni's transition wasted taxpayer money, misused public funds","The six-figure transition expenses approved by Jefferson Parish President Mike Yenni are being criticized in a new investigative report released Wednesday by the Jefferson Parish Office of the Inspector General. In the 731-page report, Inspector General David McClintock questions $108,264 of $261,132.47 that McClintock says Yenni spent on unnecessary renovations and elaborate decor, following his 2015 election. To read the full report, click..."
N115384,sports,"Former high school assistant principal accused of sex with student is out of jail, records show",
N39596,finance,White House Zeroes In on Limit to Chinese Stocks in Pension Fund,"(Bloomberg) -- The Trump administration is moving ahead with discussions around possible restrictions on capital flows into China, with a particular focus on investments made by U.S. government pension funds, people familiar with the internal deliberations said. The efforts are advancing even after American officials pushed back strongly against a Bloomberg News report late last month that a range of such limits was under review. Trump officials..."
N84607,movies,Billy Connolly says his Parkinson's is the 'first thing I think about when I wake up' as he reveals how he is still adapting to life with the condition but says he could make a return to live stand-up,"Billy Connolly, 76, was diagnosed with Parkinson's disease in 2013 and announced his retirement from live performing five years later."
N64281,finance,What Sweden's first Ikea looked like when it opened in 1958,The first Ikea store opened in Sweden in 1958. Here's what the chain's original stores looked like when they first opened.
N15187,news,33 eerie photos show just how polluted China's air has become,"As winter approaches, China has ordered cities to cut emissions by 4%. These photos show why China is aggressively trying to cut down its pollution."
N18646,sports,"Reign FC v. NC Courage, NWSL Playoffs: Gamethread",ESPN2 at 10:30 AM PT. Watch with us.
N26696,sports,Houston sports performance trainer works with Astros' George Springer and Nationals' Anthony Rendon in offseason,"Houston trainer Ben Fairchild isn't rooting for one team over the other in the World Series. He can't choose, you see, because two of his clients are battling for the championship. The New Orleans native trains both Houston Astros outfielder George Springer and Washington Nationals third baseman Anthony Rendon in their offseason at his I-10 gym, Fairchild Sports Performance. He opened his unassuming 12,000-square-foot facility in 2012 after..."
N105281,news,New Coffee Oasis café begins brewing in Kingston,Coffee shop-youth support center has been in the works since 2014.
N59750,lifestyle,50 Stunningly Colorful Photos of Hummingbirds,You have to see the breathtaking array of colors in these beautiful creatures.
N88676,lifestyle,What Your Favorite Celebrities Wore in the Glorious '80s,Still so chic.
N84106,autos,Crews Complete Second Phase Of Philip Murray Bridge Project,The Department of Public Works announced that construction on the Philip Murray (South Tenth Street) Bridge has been completed.
N104949,news,"Dead dogs dumped on the side of the road, residents say its not the first time",Residents in one Northside neighborhood said they're working to find out who is dumping dead dogs in their streets.
N48224,sports,Texans Face Critical Stretch Before Bye Week,"Texans face Colts, Raiders, and Jaguars"
N14156,news,Teen with autism helps others form friendships through Best Buddies program,"CHICAGO  Jack Mayor, 19, said his first few months of high school was the darkest period of his life. ""Every morning was a struggle. It was just really hard. I literally had no one to talk to,"" he said. Jack was diagnosed with autism and his parents were told friendships and emotional connections would be next to impossible for him, and by the age of 14, it seemed to be true until he was ..."
N21058,video,Michael Moore on 2020 presidential race,"Michael Moore announced that he's endorsing Bernie Sanders to be the Democratic nominee. He discusses why this is Sanders's moment, his second choice pick, and what Democrats need to do to beat Trump with Katy Tur."
N69234,sports,Watch: Seahawks do NSYNC 'Bye Bye Bye' dance after touchdown,Football fans of a certain age will probably get a kick out of the Seahawks wide receivers unique way of celebrating Jaron Brown's touchdown catch.
N68820,news,You said what you said': Fox News' Chris Wallace rejects Mulvaney's attempt to walk back Ukraine comments,"No, you totally said that, Chris Wallace said after Mick Mulvaney denied admitting there had been a ""quid pro quo"" in aid to Ukraine."
N66995,news,UTSA reorganizing health and public policy programs into a new college,"The University of Texas at San Antonio will combine departments from different colleges next fall and add a public health degree to launch its new College for Health, Community and Policy. ""It's essentially a beacon for students, to know this is a place that they can come pursue their interests in health-related careers from the get-go,"" the university provost, Kimberly Andrews Espy, said Monday. The University of Texas System regents in August..."
N108317,foodanddrink,"If you're near Foley, and you see an emu ...","If spotted, call the Benton County Sheriff's Office to report the location."
N41375,video,NASA's Webb Telescope to Reveal Milky Way's 'Hidden' Center,The Hubble Space Telescope's successor is finally closer to launch after more than 15 years of work. The James Webb Telescope was recently assembled as it gets ready to lift the veil on the Milky Way's crowded center.
N25274,sports,Indianapolis Colts Rookie Report: Bye Week Edition,
N127758,video,Former Rep. John Conyers dies at age 90,Detroit police say the former congressman died of what appears to be natural causes at his home on Sunday.
N118460,sports,Can Newcomer Nick Folk Stabilize Patriots' Precarious Kicker Situation?,FOXBORO Mass. -- As Mike Nugent's monthlong New England Patriots tenure wore on it became increasingly clear the veteran kicker was not long for this team. A combination of kicks
N2548,foodanddrink,Why Budget Cooking Tips Are Useless For Low-Income Families,"The internet is rife with ""simple,"" budget-friendly cooking tips."
N42003,entertainment,Ronan Farrow Is Still Hunting for the Truth,"Shondaland spoke to the journalist and author about his new book, ""Catch and Kill"""
N11253,news,Uber in talks with Los Angeles as scooter location data lawsuit looms,The ride-hailing company doesn't want to share everything with the city's government.
N78798,autos,Two Early Novas found in a North Carolina Junkyard,A fascinating review of two abandoned Chevy II Novas in the junkyard. Will they be crushed or restored? Time will tell.
N82552,foodanddrink,The Best Hole-in-the-Wall Diner in Every State,"Did your favorite diner make the list? Thanks to our friends at Yelp, we were able to determine the best diner in every state!"
N4646,health,Did you know that these foods contain gluten?,"While some gluten-containing foods, like bread and pasta, are evident and easy to avoid, others are surprisingly inconspicuous. Read on to discover 20 foods to watch out for if you're following a gluten-free diet."
N84511,tv,Poor U.P. Dissed again. This time by 'Saturday Night Live',"During ""Weekend Update"" on ""Saturday Night Live"" last night, a graphic appears next to co-host Michael Che: A map of the U.S. with the U.P. missing."
N87047,news,"Man found shot, killed inside car in Milan neighborhood","The New Orleans Police Department is investigating a homicide in the Milan neighborhood. Police said the shooting happened around 4:40 a.m. Tuesday in the 2900 block of South Saratoga Street. Officers arrived at the scene and found a man inside a black Nissan Rogue. The NOPD says he crashed into a parked Hyundai Sante Fe. The victim died at the scene. Hours earlier, around 5:45 p.m. Monday, the NOPD reported a deadly stabbing about half a mile..."
N70812,health,Massachusetts Reports 10 Confirmed Cases Of Vaping-Related Illnesses,The number of vaping-related lung injuries in Massachusetts continues to grow.
N38148,sports,NFL Week 7 Early Games,Here's how to watch Sunday's NFL action.
N126777,news,Getty fire: Some residents remain under evacuation as firefighters monitor winds,"Some residents remained under evacuation in Brentwood as firefighters continued to work on containment of the Getty fire, which broke out Monday near the Getty Center and burned 12 homes and 745 acres. The fire was 30% contained as of Thursday morning, but firefighters remained concerned about red flag conditions that will continue through Thursday night. Most evacuations were lifted ..."
N112005,music,2019's Youngest Pop Stars,
N31989,sports,MLB rumors: How Yankees feel about Brett Gardner's future,"NEW YORK -- The Yankees don't know who will start in center field on Opening Day. But the way general manager Brian Cashman sounded Thursday, they probably believe Brett Gardner could handle the job -- if he returns. ""I don't think there's any question about what his capabilities are,"" Cashman said at a press conference at Yankee Stadium. Aaron Hicks will have Tommy John surgery Oct. 30 to ..."
N30512,finance,Lightfoot says 'balanced' budget takes on $838M deficit without large property tax hike,"CHICAGO  Despite hinting that Chicago's dire budget situation could force the hammer to drop on taxpayers, Mayor Lori Lightfoot said Wednesday her 2020 budget is balanced without including a massive property tax hike. ""I am here to tell you that we didn't solve our $838 million budget gap with a large property tax increase in 2020, and folks that's good news,"" Lightfoot said. Chicago is ..."
N50582,news,Mayor Breed's appointment of Suzy Loftus stirs up D.A.'s race,"Mayor London Breed did neither Suzy Loftus nor the city any favors by appointing her interim San Francisco district attorney. Loftus was doing just fine in the campaign for the first district attorney's race without an incumbent in more than a century. She has a deep resume and has been scooping up endorsements (including The Chronicle's), has been raising more money within the city than her three opponents, and generally has been showing that..."
N61365,sports,Detroit outranks World Series teams in 'Best Baseball Cities' study,"DETROIT - Detroit is one of the best places to be a baseball fan - even better than the homes of this year's World Series contenders, according to a recent study. Baseball is America's second-most followed sport and with the 2019 World Series in full swing, personal finance website WalletHub released its report on the Best Baseball Cities. Detroit came in at No. 14 when the study compared over ..."
N10384,finance,New shopping center headed to southwest Charlotte near Charlotte Premium Outlets,"A Florida-based development company said Monday it has purchased 6 acres in the Berewick area of southwest Charlotte with plans to break ground on a 32,000-square-foot shopping center. Konover South closed the $4.8-million deal on Friday, and plans to start construction on the Freeman Crossing retail center in early 2020, according to a statement from a representative of Konover ..."
N99302,travel,Port Tampa Bay will test new security scanners. No stopping to empty pockets.,"TAMPA  Cruise passengers traveling out of Port Tampa Bay next spring could play a role in the testing of a new weapons detection system designed to improve safety in public places. Liberty Defense Holdings created HEXWAVE, which uses low-power, radar imaging and artificial intelligence to detect and identify weapons. The company has been developing the technology since 2018 and is ready to ..."
N1293,sports,Marquise Goodwin being evaluated for a head injury,Enter: Jordan Matthews
N112901,sports,Joe Flacco criticizes Broncos coaches as 'afraid to lose' after Colts' comeback,Joe Flacco made it clear he thought the Broncos weren't aggressive enough when playing with a lead late in Sunday's loss to the Colts.
N108442,news,A former Westside Macy's will become the West End office complex in L.A.,The shuttered Macy's store at the former Westside Pavilion shopping center in West Los Angeles will be transformed into offices as part of a massive makeover by two separate developers working to turn the failed mall into a high-end haven for tenants in creative fields such as technology and entertainment. Los Angeles developer GPI Cos. acquired the department store building in a separate ...
N107112,sports,LSU football: Why Florida football team is Tigers' biggest SEC rival,"What makes a college football rivalry exactly? For most of this century, the SEC foe Florida Gators have been the LSU Tigers' biggest rival on balance"
N31631,news,SWAT on scene of Huntersville home with armed person inside,
N21910,video,Donna Brazile dismisses David Axelrod's criticism of Joe Biden's presidential campaign,"President Obama's former political adviser David Axelrod says Joe Biden is being kept in the 'candidate-protection program'; reaction from Fox News contributor Donna Brazile, former DNC interim chair."
N87691,movies,Actors and actresses with famous mothers,"A lot of people go into the family business. However, not everybody's family business is acting. Many actors have followed in the footsteps of their family members, including, in some instances, their mothers."
N27300,autos,Tom Uncovers A Montana Barn Find Treasure Trove,One man and his love of just about any car creates to an amazing collection.
N26271,news,"Student shot teen near California school, slipped into class","A 17-year-old boy gunned down another student outside their school Tuesday, ditched his gun and slipped into a class without arousing suspicion, evading capture for almost two hours as he joined thousands of students locked down inside classrooms because of the shooting, police said."
N70994,movies,Trailer - Don't Let Go,Official Trailer
N95004,sports,Pitt men's soccer falls 3-1 to Penn State in Happy Valley,The rivalry loss came during a crucial late-season stretch for Pitt
N83678,sports,AFC North Preview: Week 7,"With the Steelers and Browns both on bye weeks, the Bengals and Ravens are the only AFC North squads taking the field in Week 7. Here's a preview of their contests: Cincinnati Bengals (0-6) After failing to get a win through the first six weeks of the season, the Bengals have quickly been left behind in the AFC North. Rookie head coach Zac Taylor will have to continue to rally his troops against the Jacksonville Jaguars despite the stockpiling..."
N58573,news,"Opinions | If Republicans don't stand by Trump, they risk losing their base forever",Democrats are pursuing impeachment because they obviously fear that they cannot defeat Trump in 2020.
N42470,lifestyle,Rollercoaster of emotions': Boeing worker pens open letter about the company,"Thousands of Boeing workers around western Washington have been gripped by the testimony of company executives in the wake of two deadly 737 MAX crashes, this year. One of them is an analyst on the 777 line in Everett. He reached out to KING 5 News asking to express his thoughts but wished to remain anonymous for reasons of job security. KING 5 was able to verify his status of employment at the Boeing Company. His letter is one of sadness and..."
N1546,news,Schiff's 'Parody' and Trump's Response,"President Donald Trump has suggested that Rep. Adam Schiff, the chairman of the House intelligence committee, should be arrested for ""treason"" and charged with ""lying to Congress"" for mischaracterizing Trump's July 25 phone call with Ukrainian President Volodymyr Zelensky."
N65145,news,Man in critical condition after found in Mon River,"Pittsburgh police closed the Hot Metal Bridge for nearly an hour Friday morning after a report of a body in the Monongahela River. Police said Zone 6 officers received a report at 9:45 a.m. of a man who appeared to be floating in the river. Police called River Rescue, whose officers responded and performed CPR on the man. He was taken to a hospital in critical condition, said police spokesman Maurice Matthews II. Witnesses told police they saw a..."
N8207,sports,"Week 9 high school football: Viera joins 5-7A lead with win; Rock, Bayside, MI win","Week 9 Brevard County high school football roundup includes wins by Viera, Bayside, Rockledge and Merritt Island"
N63069,news,How Cannibal Ants Escaped from a Nuclear Bunker,We'd see that movie.
N32630,sports,Watch: Texans robbed of incredible touchdown by bizarre sack call,"Thanks to a relatively obscure sack rule, Deshaun Watson was robbed of a beautiful touchdown throw."
N41782,sports,Film breakdown: A lot went wrong for Maryland football against Minnesota,The Terrapins suffered yet another beatdown in conference play.
N93927,news,MidAmerican equipment failure leaves thousands in Des Moines without power,"According to an outage map, 4,468 customers were affected by the outage Sunday at noon."
